feature_id,geometry_type,coordinates,geometry_format
way/221737771,LineString,"[[37.3198889, 55.4920828], [37.3208791, 55.4921702]]","LINESTRING(55.4920828 37.3198889,55.4921702 37.3208791)"
way/221782141,LineString,"[[37.5393301, 55.8366934], [37.5396287, 55.8368224], [37.5402748, 55.837079], [37.541537, 55.8375423], [37.5418988, 55.8376736], [37.544334, 55.8384968]]","LINESTRING(55.8366934 37.5393301,55.8368224 37.5396287,55.837079 37.5402748,55.8375423 37.541537,55.8376736 37.5418988,55.8384968 37.544334)"
way/221782144,LineString,"[[37.5391932, 55.8367893], [37.5386736, 55.836556], [37.5382202, 55.8363362]]","LINESTRING(55.8367893 37.5391932,55.836556 37.5386736,55.8363362 37.5382202)"
way/221782147,LineString,"[[37.5430577, 55.8382266], [37.541793, 55.8377649], [37.5401606, 55.8371758], [37.5395174, 55.8369301], [37.5391932, 55.8367893]]","LINESTRING(55.8382266 37.5430577,55.8377649 37.541793,55.8371758 37.5401606,55.8369301 37.5395174,55.8367893 37.5391932)"
way/221782150,LineString,"[[37.5383703, 55.8362386], [37.5388968, 55.8364938], [37.5393301, 55.8366934]]","LINESTRING(55.8362386 37.5383703,55.8364938 37.5388968,55.8366934 37.5393301)"
way/221782157,LineString,"[[37.5347191, 55.8341993], [37.5366008, 55.8352692], [37.5378665, 55.8359789], [37.5383703, 55.8362386]]","LINESTRING(55.8341993 37.5347191,55.8352692 37.5366008,55.8359789 37.5378665,55.8362386 37.5383703)"
way/221782160,LineString,"[[37.5382202, 55.8363362], [37.5376976, 55.8360708], [37.5364637, 55.83539], [37.5354633, 55.8348086], [37.5345212, 55.8342366]]","LINESTRING(55.8363362 37.5382202,55.8360708 37.5376976,55.83539 37.5364637,55.8348086 37.5354633,55.8342366 37.5345212)"
way/222048741,LineString,"[[37.5864382, 55.8429217], [37.5862701, 55.8431063]]","LINESTRING(55.8429217 37.5864382,55.8431063 37.5862701)"
way/222048744,LineString,"[[37.5862701, 55.8431063], [37.5860494, 55.8433518], [37.5858766, 55.8435596]]","LINESTRING(55.8431063 37.5862701,55.8433518 37.5860494,55.8435596 37.5858766)"
way/222048746,LineString,"[[37.5861962, 55.8426063], [37.5865294, 55.8425155], [37.5867585, 55.8424363], [37.5869212, 55.8423538]]","LINESTRING(55.8426063 37.5861962,55.8425155 37.5865294,55.8424363 37.5867585,55.8423538 37.5869212)"
way/222048749,LineString,"[[37.5861962, 55.8426063], [37.5863376, 55.8426157], [37.5864239, 55.8426314], [37.5864799, 55.8426642], [37.5865009, 55.8427127], [37.5864869, 55.8427703], [37.5864382, 55.8429217]]","LINESTRING(55.8426063 37.5861962,55.8426157 37.5863376,55.8426314 37.5864239,55.8426642 37.5864799,55.8427127 37.5865009,55.8427703 37.5864869,55.8429217 37.5864382)"
way/222193968,LineString,"[[37.3822064, 55.4605462], [37.3821202, 55.4604649], [37.3819691, 55.460313], [37.3818044, 55.4601291], [37.3819142, 55.4599907], [37.3819561, 55.4597831], [37.3820275, 55.4595034], [37.3821112, 55.4593462], [37.3823257, 55.4590497], [37.3825105, 55.4588371], [37.3826709, 55.4587393], [37.3830666, 55.4584585]]","LINESTRING(55.4605462 37.3822064,55.4604649 37.3821202,55.460313 37.3819691,55.4601291 37.3818044,55.4599907 37.3819142,55.4597831 37.3819561,55.4595034 37.3820275,55.4593462 37.3821112,55.4590497 37.3823257,55.4588371 37.3825105,55.4587393 37.3826709,55.4584585 37.3830666)"
way/222193970,LineString,"[[37.3842623, 55.4603206], [37.3842278, 55.460268], [37.384217, 55.460252], [37.3841064, 55.4601114], [37.3837708, 55.4597479]]","LINESTRING(55.4603206 37.3842623,55.460268 37.3842278,55.460252 37.384217,55.4601114 37.3841064,55.4597479 37.3837708)"
way/222193971,LineString,"[[37.3752932, 55.4696122], [37.375336, 55.4699222], [37.375465, 55.470778]]","LINESTRING(55.4696122 37.3752932,55.4699222 37.375336,55.470778 37.375465)"
way/222193972,LineString,"[[37.376648, 55.4697146], [37.3767314, 55.4702887], [37.3767782, 55.4705905]]","LINESTRING(55.4697146 37.376648,55.4702887 37.3767314,55.4705905 37.3767782)"
way/222193973,LineString,"[[37.3797642, 55.4697901], [37.379785, 55.4699547], [37.3798408, 55.4702457]]","LINESTRING(55.4697901 37.3797642,55.4699547 37.379785,55.4702457 37.3798408)"
way/222193974,LineString,"[[37.3778692, 55.4698065], [37.3779008, 55.4700591], [37.3779619, 55.4705048]]","LINESTRING(55.4698065 37.3778692,55.4700591 37.3779008,55.4705048 37.3779619)"
way/222193975,LineString,"[[37.3770583, 55.4607479], [37.3774528, 55.4609499], [37.3776272, 55.4609826], [37.3777632, 55.4609608], [37.3780578, 55.4607582], [37.3784431, 55.4605041], [37.3787255, 55.4601849], [37.3788406, 55.4601157], [37.3788313, 55.4600327]]","LINESTRING(55.4607479 37.3770583,55.4609499 37.3774528,55.4609826 37.3776272,55.4609608 37.3777632,55.4607582 37.3780578,55.4605041 37.3784431,55.4601849 37.3787255,55.4601157 37.3788406,55.4600327 37.3788313)"
way/222196598,LineString,"[[37.3995779, 55.4156981], [37.3937539, 55.4168535], [37.3932836, 55.4169468], [37.3921096, 55.4171956], [37.3918314, 55.4172546], [37.3916309, 55.4181184]]","LINESTRING(55.4156981 37.3995779,55.4168535 37.3937539,55.4169468 37.3932836,55.4171956 37.3921096,55.4172546 37.3918314,55.4181184 37.3916309)"
way/222196599,LineString,"[[37.3941681, 55.417514], [37.3937539, 55.4168535]]","LINESTRING(55.417514 37.3941681,55.4168535 37.3937539)"
way/222196611,LineString,"[[37.3943306, 55.420691], [37.3932316, 55.4205171], [37.3931147, 55.4205211]]","LINESTRING(55.420691 37.3943306,55.4205171 37.3932316,55.4205211 37.3931147)"
way/222196612,LineString,"[[37.3961015, 55.4198656], [37.3960287, 55.4199847], [37.3945301, 55.4200629]]","LINESTRING(55.4198656 37.3961015,55.4199847 37.3960287,55.4200629 37.3945301)"
way/222196613,LineString,"[[37.3931147, 55.4205211], [37.3919927, 55.420348]]","LINESTRING(55.4205211 37.3931147,55.420348 37.3919927)"
way/222196615,LineString,"[[37.3916054, 55.419459], [37.3916266, 55.4201011], [37.3932306, 55.4200238], [37.3946322, 55.4199563]]","LINESTRING(55.419459 37.3916054,55.4201011 37.3916266,55.4200238 37.3932306,55.4199563 37.3946322)"
way/222196616,LineString,"[[37.3868394, 55.402224], [37.3874724, 55.4026474], [37.3859113, 55.4029002], [37.3861027, 55.4033952], [37.3863139, 55.4039005], [37.3868288, 55.4039438], [37.38699, 55.4042243]]","LINESTRING(55.402224 37.3868394,55.4026474 37.3874724,55.4029002 37.3859113,55.4033952 37.3861027,55.4039005 37.3863139,55.4039438 37.3868288,55.4042243 37.38699)"
way/222196620,LineString,"[[37.3836508, 55.4068028], [37.3842295, 55.4068292], [37.3853139, 55.406785], [37.3862371, 55.4066587], [37.386875, 55.406606]]","LINESTRING(55.4068028 37.3836508,55.4068292 37.3842295,55.406785 37.3853139,55.4066587 37.3862371,55.406606 37.386875)"
way/222197846,LineString,"[[37.3982804, 55.4214212], [37.3966055, 55.4244445]]","LINESTRING(55.4214212 37.3982804,55.4244445 37.3966055)"
way/222197847,LineString,"[[37.3982804, 55.4214212], [37.3981517, 55.4213137], [37.3989747, 55.4197546]]","LINESTRING(55.4214212 37.3982804,55.4213137 37.3981517,55.4197546 37.3989747)"
way/222197848,LineString,"[[37.3970028, 55.421169], [37.3953342, 55.4240575]]","LINESTRING(55.421169 37.3970028,55.4240575 37.3953342)"
way/222197849,LineString,"[[37.3960287, 55.4199847], [37.3957637, 55.4204986], [37.3954802, 55.4208966]]","LINESTRING(55.4199847 37.3960287,55.4204986 37.3957637,55.4208966 37.3954802)"
way/222197850,LineString,"[[37.3927668, 55.4238044], [37.3940931, 55.4213005], [37.3943419, 55.4208751], [37.3943877, 55.4207768], [37.3943306, 55.420691]]","LINESTRING(55.4238044 37.3927668,55.4213005 37.3940931,55.4208751 37.3943419,55.4207768 37.3943877,55.420691 37.3943306)"
way/222197851,LineString,"[[37.3943306, 55.420691], [37.394313, 55.4206306], [37.394385, 55.4204578], [37.3945301, 55.4200629], [37.3946322, 55.4199563]]","LINESTRING(55.420691 37.3943306,55.4206306 37.394313,55.4204578 37.394385,55.4200629 37.3945301,55.4199563 37.3946322)"
way/222197853,LineString,"[[37.3931147, 55.4205211], [37.3927714, 55.4211787], [37.3925396, 55.421583], [37.392305, 55.4218266], [37.3921362, 55.4222114], [37.3918615, 55.4226839], [37.3912427, 55.4235874]]","LINESTRING(55.4205211 37.3931147,55.4211787 37.3927714,55.421583 37.3925396,55.4218266 37.392305,55.4222114 37.3921362,55.4226839 37.3918615,55.4235874 37.3912427)"
way/222219742,LineString,"[[37.3010733, 55.4178764], [37.3007168, 55.4178798], [37.300209, 55.4181861], [37.2996847, 55.4184887], [37.2982697, 55.4187453], [37.2978218, 55.418818]]","LINESTRING(55.4178764 37.3010733,55.4178798 37.3007168,55.4181861 37.300209,55.4184887 37.2996847,55.4187453 37.2982697,55.418818 37.2978218)"
way/222568995,LineString,"[[37.6515217, 55.6539534], [37.6514914, 55.6539687]]","LINESTRING(55.6539534 37.6515217,55.6539687 37.6514914)"
way/222568996,LineString,"[[37.6509276, 55.6542412], [37.6497538, 55.6548144], [37.6496426, 55.6548646], [37.6494577, 55.6549474]]","LINESTRING(55.6542412 37.6509276,55.6548144 37.6497538,55.6548646 37.6496426,55.6549474 37.6494577)"
way/222568998,LineString,"[[37.6539111, 55.6581071], [37.6539259, 55.6581954], [37.6539736, 55.6584808], [37.654025, 55.6587842], [37.6541257, 55.6590909], [37.6542886, 55.6593796], [37.6545775, 55.659792], [37.6557341, 55.6611581], [37.6563316, 55.661886]]","LINESTRING(55.6581071 37.6539111,55.6581954 37.6539259,55.6584808 37.6539736,55.6587842 37.654025,55.6590909 37.6541257,55.6593796 37.6542886,55.659792 37.6545775,55.6611581 37.6557341,55.661886 37.6563316)"
way/222611388,LineString,"[[37.6576721, 55.6510809], [37.6586276, 55.6507254], [37.658861, 55.6506379]]","LINESTRING(55.6510809 37.6576721,55.6507254 37.6586276,55.6506379 37.658861)"
way/222611389,LineString,"[[37.657245, 55.6505206], [37.6572798, 55.6504014], [37.6572893, 55.6503371], [37.6572795, 55.6501053]]","LINESTRING(55.6505206 37.657245,55.6504014 37.6572798,55.6503371 37.6572893,55.6501053 37.6572795)"
way/222612068,LineString,"[[37.6519024, 55.6535589], [37.6521519, 55.6534481], [37.6525931, 55.6532523]]","LINESTRING(55.6535589 37.6519024,55.6534481 37.6521519,55.6532523 37.6525931)"
way/222612069,LineString,"[[37.6572795, 55.6501053], [37.6572606, 55.6499107], [37.6571158, 55.6493562], [37.6569091, 55.6482576], [37.6567583, 55.6476429], [37.6566856, 55.647271], [37.6563948, 55.6460101], [37.6563011, 55.6455799]]","LINESTRING(55.6501053 37.6572795,55.6499107 37.6572606,55.6493562 37.6571158,55.6482576 37.6569091,55.6476429 37.6567583,55.647271 37.6566856,55.6460101 37.6563948,55.6455799 37.6563011)"
way/222643354,LineString,"[[37.591215, 55.828494], [37.5911759, 55.8284925], [37.5902284, 55.828459], [37.5900921, 55.8284542], [37.5900474, 55.8284526], [37.5897168, 55.8284409], [37.589456, 55.8284331], [37.5891567, 55.8284242], [37.5883973, 55.8284014], [37.588209, 55.8283958], [37.5880459, 55.8283909]]","LINESTRING(55.828494 37.591215,55.8284925 37.5911759,55.828459 37.5902284,55.8284542 37.5900921,55.8284526 37.5900474,55.8284409 37.5897168,55.8284331 37.589456,55.8284242 37.5891567,55.8284014 37.5883973,55.8283958 37.588209,55.8283909 37.5880459)"
way/222643355,LineString,"[[37.591215, 55.828494], [37.591549, 55.8285059], [37.5916154, 55.8285083], [37.591747, 55.8285119], [37.5924279, 55.8285308], [37.5927967, 55.8285423], [37.5929839, 55.8285476]]","LINESTRING(55.828494 37.591215,55.8285059 37.591549,55.8285083 37.5916154,55.8285119 37.591747,55.8285308 37.5924279,55.8285423 37.5927967,55.8285476 37.5929839)"
way/222652151,LineString,"[[37.3568189, 55.4653914], [37.3567993, 55.4651104], [37.3566398, 55.4646611], [37.3561337, 55.4639824], [37.3555755, 55.4632642], [37.3554445, 55.4630718], [37.3554107, 55.4630384], [37.3552893, 55.4629984], [37.3550972, 55.4630083], [37.3549803, 55.4630346], [37.3545544, 55.4631435], [37.3542629, 55.4632476], [37.3541081, 55.4633337], [37.3541445, 55.4634215], [37.3542477, 55.4635601], [37.3542948, 55.463653]]","LINESTRING(55.4653914 37.3568189,55.4651104 37.3567993,55.4646611 37.3566398,55.4639824 37.3561337,55.4632642 37.3555755,55.4630718 37.3554445,55.4630384 37.3554107,55.4629984 37.3552893,55.4630083 37.3550972,55.4630346 37.3549803,55.4631435 37.3545544,55.4632476 37.3542629,55.4633337 37.3541081,55.4634215 37.3541445,55.4635601 37.3542477,55.463653 37.3542948)"
way/222652152,LineString,"[[37.3553714, 55.4656833], [37.3553638, 55.4655932], [37.3553402, 55.4654653], [37.3551631, 55.4652997], [37.3547612, 55.4650142], [37.3545866, 55.4648593], [37.3544879, 55.4647405], [37.3543406, 55.4644978], [37.3541706, 55.4642258], [37.3540552, 55.4640726], [37.3538639, 55.463866], [37.3537455, 55.4637619], [37.3534266, 55.4634882], [37.3533128, 55.4634219], [37.3530547, 55.4633048], [37.3530097, 55.4632902]]","LINESTRING(55.4656833 37.3553714,55.4655932 37.3553638,55.4654653 37.3553402,55.4652997 37.3551631,55.4650142 37.3547612,55.4648593 37.3545866,55.4647405 37.3544879,55.4644978 37.3543406,55.4642258 37.3541706,55.4640726 37.3540552,55.463866 37.3538639,55.4637619 37.3537455,55.4634882 37.3534266,55.4634219 37.3533128,55.4633048 37.3530547,55.4632902 37.3530097)"
way/222652158,LineString,"[[37.3638538, 55.4563063], [37.3634955, 55.4563311], [37.3633055, 55.4563055], [37.3623848, 55.4561625], [37.3613469, 55.4560091]]","LINESTRING(55.4563063 37.3638538,55.4563311 37.3634955,55.4563055 37.3633055,55.4561625 37.3623848,55.4560091 37.3613469)"
way/222652159,LineString,"[[37.3623848, 55.4561625], [37.3625362, 55.4559369], [37.3626503, 55.4557946], [37.362843, 55.4555884], [37.3629807, 55.4554695], [37.3631031, 55.4554267]]","LINESTRING(55.4561625 37.3623848,55.4559369 37.3625362,55.4557946 37.3626503,55.4555884 37.362843,55.4554695 37.3629807,55.4554267 37.3631031)"
way/222652160,LineString,"[[37.3514427, 55.46004], [37.3515331, 55.4594792], [37.3515492, 55.4592285]]","LINESTRING(55.46004 37.3514427,55.4594792 37.3515331,55.4592285 37.3515492)"
way/222704855,LineString,"[[37.4788531, 55.6865946], [37.4812888, 55.6878939]]","LINESTRING(55.6865946 37.4788531,55.6878939 37.4812888)"
way/222704856,LineString,"[[37.478712, 55.6866776], [37.4762476, 55.6852985]]","LINESTRING(55.6866776 37.478712,55.6852985 37.4762476)"
way/222704857,LineString,"[[37.4762476, 55.6852985], [37.4741621, 55.6841121]]","LINESTRING(55.6852985 37.4762476,55.6841121 37.4741621)"
way/222704858,LineString,"[[37.4736285, 55.6836375], [37.4764011, 55.6852149]]","LINESTRING(55.6836375 37.4736285,55.6852149 37.4764011)"
way/222704859,LineString,"[[37.4764011, 55.6852149], [37.4788531, 55.6865946]]","LINESTRING(55.6852149 37.4764011,55.6865946 37.4788531)"
way/222704860,LineString,"[[37.4811534, 55.6880658], [37.478712, 55.6866776]]","LINESTRING(55.6880658 37.4811534,55.6866776 37.478712)"
way/222705044,LineString,"[[37.4769082, 55.6853002], [37.4769761, 55.685385], [37.4769882, 55.685441], [37.4769742, 55.6854828], [37.4769528, 55.6855236], [37.4769102, 55.6855588], [37.4768503, 55.6855848], [37.4767791, 55.6855991], [37.4766929, 55.6856041], [37.4765842, 55.6855974], [37.4764478, 55.6855689]]","LINESTRING(55.6853002 37.4769082,55.685385 37.4769761,55.685441 37.4769882,55.6854828 37.4769742,55.6855236 37.4769528,55.6855588 37.4769102,55.6855848 37.4768503,55.6855991 37.4767791,55.6856041 37.4766929,55.6855974 37.4765842,55.6855689 37.4764478)"
way/222705045,LineString,"[[37.4782134, 55.6865641], [37.4781912, 55.6864915], [37.4781725, 55.6864183], [37.47817, 55.6863758], [37.478191, 55.6863349], [37.4782334, 55.6862996], [37.478293, 55.6862734], [37.4783641, 55.686259], [37.4784396, 55.6862576], [37.4785191, 55.6862587], [37.4786595, 55.6862796]]","LINESTRING(55.6865641 37.4782134,55.6864915 37.4781912,55.6864183 37.4781725,55.6863758 37.47817,55.6863349 37.478191,55.6862996 37.4782334,55.6862734 37.478293,55.686259 37.4783641,55.6862576 37.4784396,55.6862587 37.4785191,55.6862796 37.4786595)"
way/222715390,LineString,"[[37.3390635, 55.595439], [37.3389705, 55.5953762], [37.3389099, 55.5953181], [37.3388668, 55.5952697], [37.3387859, 55.5951787], [37.3387175, 55.5950688], [37.3386947, 55.5950078], [37.3386955, 55.5949763], [37.3387014, 55.5949394], [37.3388491, 55.5947027], [37.3391841, 55.5940421]]","LINESTRING(55.595439 37.3390635,55.5953762 37.3389705,55.5953181 37.3389099,55.5952697 37.3388668,55.5951787 37.3387859,55.5950688 37.3387175,55.5950078 37.3386947,55.5949763 37.3386955,55.5949394 37.3387014,55.5947027 37.3388491,55.5940421 37.3391841)"
way/222731098,LineString,"[[37.216994, 55.6163559], [37.2153158, 55.615919]]","LINESTRING(55.6163559 37.216994,55.615919 37.2153158)"
way/222731099,LineString,"[[37.2181565, 55.6142578], [37.220079, 55.6148398]]","LINESTRING(55.6142578 37.2181565,55.6148398 37.220079)"
way/222731100,LineString,"[[37.2074673, 55.6062161], [37.2082328, 55.6064026]]","LINESTRING(55.6062161 37.2074673,55.6064026 37.2082328)"
way/222731108,LineString,"[[37.2061576, 55.6067619], [37.2066307, 55.6067207], [37.2067439, 55.6066953], [37.2069149, 55.6065861], [37.2072707, 55.6063815], [37.2074673, 55.6062161], [37.2077494, 55.6059958], [37.2078178, 55.6059469]]","LINESTRING(55.6067619 37.2061576,55.6067207 37.2066307,55.6066953 37.2067439,55.6065861 37.2069149,55.6063815 37.2072707,55.6062161 37.2074673,55.6059958 37.2077494,55.6059469 37.2078178)"
way/222733459,LineString,"[[37.205308, 55.6108047], [37.2053452, 55.6108607], [37.2053594, 55.6108791], [37.2065958, 55.6118635]]","LINESTRING(55.6108047 37.205308,55.6108607 37.2053452,55.6108791 37.2053594,55.6118635 37.2065958)"
way/222757740,LineString,"[[37.5585415, 55.8737319], [37.5587134, 55.8737607], [37.5589734, 55.8738127], [37.5598283, 55.8739825], [37.5601189, 55.8740402], [37.5604005, 55.8740999], [37.5609623, 55.874219], [37.5629041, 55.8746307], [37.5630044, 55.874652], [37.5632015, 55.8746938], [37.5634605, 55.8747487], [37.5635866, 55.8747754], [37.5639368, 55.8748496], [37.5647548, 55.875024], [37.5649192, 55.875059], [37.5650607, 55.8750901], [37.5652791, 55.875138], [37.5654776, 55.8751816], [37.5666848, 55.8754399], [37.5679617, 55.8757063], [37.5680936, 55.8757309]]","LINESTRING(55.8737319 37.5585415,55.8737607 37.5587134,55.8738127 37.5589734,55.8739825 37.5598283,55.8740402 37.5601189,55.8740999 37.5604005,55.874219 37.5609623,55.8746307 37.5629041,55.874652 37.5630044,55.8746938 37.5632015,55.8747487 37.5634605,55.8747754 37.5635866,55.8748496 37.5639368,55.875024 37.5647548,55.875059 37.5649192,55.8750901 37.5650607,55.875138 37.5652791,55.8751816 37.5654776,55.8754399 37.5666848,55.8757063 37.5679617,55.8757309 37.5680936)"
way/222796167,LineString,"[[37.2562249, 55.6395987], [37.2568546, 55.6391428], [37.2568509, 55.6389075], [37.256946, 55.6386722], [37.2575887, 55.6381515]]","LINESTRING(55.6395987 37.2562249,55.6391428 37.2568546,55.6389075 37.2568509,55.6386722 37.256946,55.6381515 37.2575887)"
way/222796169,LineString,"[[37.2548439, 55.6389496], [37.2553627, 55.6385732], [37.2556626, 55.6384968], [37.2559953, 55.6384432], [37.2566899, 55.6378133]]","LINESTRING(55.6389496 37.2548439,55.6385732 37.2553627,55.6384968 37.2556626,55.6384432 37.2559953,55.6378133 37.2566899)"
way/222823694,LineString,"[[37.3841868, 55.7159254], [37.3845196, 55.7153176], [37.3846729, 55.7150931], [37.3847954, 55.714945], [37.3849556, 55.7147869], [37.3852075, 55.7146317], [37.385545, 55.714482], [37.3866945, 55.714119], [37.3871535, 55.7139792], [37.3875683, 55.7138794], [37.3879893, 55.7138016], [37.388356, 55.7137641], [37.3887217, 55.7137635], [37.3889803, 55.7137778], [37.3893952, 55.713825], [37.389916, 55.7139052], [37.3906844, 55.714024]]","LINESTRING(55.7159254 37.3841868,55.7153176 37.3845196,55.7150931 37.3846729,55.714945 37.3847954,55.7147869 37.3849556,55.7146317 37.3852075,55.714482 37.385545,55.714119 37.3866945,55.7139792 37.3871535,55.7138794 37.3875683,55.7138016 37.3879893,55.7137641 37.388356,55.7137635 37.3887217,55.7137778 37.3889803,55.713825 37.3893952,55.7139052 37.389916,55.714024 37.3906844)"
way/222823695,LineString,"[[37.3878087, 55.7114229], [37.387526, 55.7117337], [37.3873371, 55.7119163], [37.3871613, 55.712039], [37.3869064, 55.7121817], [37.3866644, 55.712285], [37.3863733, 55.7123862], [37.3859414, 55.7125014], [37.3834577, 55.713102], [37.383053, 55.7131826], [37.3827444, 55.7132183], [37.3823819, 55.7132289], [37.3820832, 55.7132186], [37.3815953, 55.7131619], [37.3810051, 55.7130722], [37.3797864, 55.7128833]]","LINESTRING(55.7114229 37.3878087,55.7117337 37.387526,55.7119163 37.3873371,55.712039 37.3871613,55.7121817 37.3869064,55.712285 37.3866644,55.7123862 37.3863733,55.7125014 37.3859414,55.713102 37.3834577,55.7131826 37.383053,55.7132183 37.3827444,55.7132289 37.3823819,55.7132186 37.3820832,55.7131619 37.3815953,55.7130722 37.3810051,55.7128833 37.3797864)"
way/222823696,LineString,"[[37.3828687, 55.7191845], [37.3830298, 55.7184903], [37.3831384, 55.7181615], [37.3832238, 55.717924]]","LINESTRING(55.7191845 37.3828687,55.7184903 37.3830298,55.7181615 37.3831384,55.717924 37.3832238)"
way/222823697,LineString,"[[37.3881607, 55.7112627], [37.3880906, 55.7113499], [37.3880226, 55.7114483], [37.3879013, 55.71169], [37.3878177, 55.7118474], [37.3877102, 55.7119883], [37.3875613, 55.712116], [37.3873489, 55.7122558], [37.3871419, 55.7123908], [37.3870015, 55.7125062], [37.3869105, 55.7126086], [37.3867831, 55.7127884], [37.3866699, 55.7129767]]","LINESTRING(55.7112627 37.3881607,55.7113499 37.3880906,55.7114483 37.3880226,55.71169 37.3879013,55.7118474 37.3878177,55.7119883 37.3877102,55.712116 37.3875613,55.7122558 37.3873489,55.7123908 37.3871419,55.7125062 37.3870015,55.7126086 37.3869105,55.7127884 37.3867831,55.7129767 37.3866699)"
way/222823699,LineString,"[[37.3841868, 55.7159254], [37.3842832, 55.7156622], [37.3843288, 55.7154885], [37.3843262, 55.7153055], [37.3843131, 55.7152109], [37.3842588, 55.715023], [37.3841967, 55.7149063]]","LINESTRING(55.7159254 37.3841868,55.7156622 37.3842832,55.7154885 37.3843288,55.7153055 37.3843262,55.7152109 37.3843131,55.715023 37.3842588,55.7149063 37.3841967)"
way/222823700,LineString,"[[37.3879944, 55.7111881], [37.3878087, 55.7114229]]","LINESTRING(55.7111881 37.3879944,55.7114229 37.3878087)"
way/222841687,LineString,"[[37.7423707, 55.6259557], [37.7421251, 55.6259442], [37.7414139, 55.6259074]]","LINESTRING(55.6259557 37.7423707,55.6259442 37.7421251,55.6259074 37.7414139)"
way/222868282,LineString,"[[37.5788481, 55.7630434], [37.5789279, 55.7629729], [37.5792171, 55.7626595], [37.5792892, 55.7625726], [37.5793262, 55.7625095], [37.5793578, 55.7624322], [37.5793728, 55.7623414], [37.5793747, 55.7622669], [37.5793741, 55.7621737], [37.579354, 55.7620517], [37.579324, 55.7619388], [37.5791873, 55.7615611]]","LINESTRING(55.7630434 37.5788481,55.7629729 37.5789279,55.7626595 37.5792171,55.7625726 37.5792892,55.7625095 37.5793262,55.7624322 37.5793578,55.7623414 37.5793728,55.7622669 37.5793747,55.7621737 37.5793741,55.7620517 37.579354,55.7619388 37.579324,55.7615611 37.5791873)"
way/222889663,LineString,"[[37.5834442, 55.8315948], [37.5836866, 55.8316211], [37.5838323, 55.8316369], [37.5841679, 55.8316732], [37.5843107, 55.8316886], [37.5848157, 55.8317428], [37.5854909, 55.8318148], [37.5867179, 55.8319434], [37.5879052, 55.8320705], [37.589093, 55.8321987], [37.5903172, 55.8323275], [37.5914763, 55.8324528], [37.5920665, 55.8325176]]","LINESTRING(55.8315948 37.5834442,55.8316211 37.5836866,55.8316369 37.5838323,55.8316732 37.5841679,55.8316886 37.5843107,55.8317428 37.5848157,55.8318148 37.5854909,55.8319434 37.5867179,55.8320705 37.5879052,55.8321987 37.589093,55.8323275 37.5903172,55.8324528 37.5914763,55.8325176 37.5920665)"
way/222955348,LineString,"[[37.3245071, 55.441251], [37.3243098, 55.4415092], [37.3239266, 55.4419904], [37.3235626, 55.4424879], [37.3231649, 55.4430291], [37.3227673, 55.4435539], [37.3232082, 55.4438758], [37.323391, 55.4439559], [37.3234744, 55.4439522], [37.3235665, 55.4439111]]","LINESTRING(55.441251 37.3245071,55.4415092 37.3243098,55.4419904 37.3239266,55.4424879 37.3235626,55.4430291 37.3231649,55.4435539 37.3227673,55.4438758 37.3232082,55.4439559 37.323391,55.4439522 37.3234744,55.4439111 37.3235665)"
way/222955349,LineString,"[[37.3366727, 55.4389762], [37.3366727, 55.4388143], [37.3364899, 55.4386069], [37.3362141, 55.438414], [37.3357394, 55.4381411], [37.3356336, 55.4379738], [37.335717, 55.4377846], [37.3359319, 55.437679], [37.3386096, 55.4377081], [37.3394499, 55.4377209]]","LINESTRING(55.4389762 37.3366727,55.4388143 37.3366727,55.4386069 37.3364899,55.438414 37.3362141,55.4381411 37.3357394,55.4379738 37.3356336,55.4377846 37.335717,55.437679 37.3359319,55.4377081 37.3386096,55.4377209 37.3394499)"
way/222955351,LineString,"[[37.3412348, 55.4392413], [37.3417013, 55.439083], [37.3421558, 55.4389615], [37.342654, 55.438735], [37.3430654, 55.4384751], [37.3434167, 55.43826], [37.3437373, 55.4381046], [37.3442769, 55.437922], [37.3446572, 55.4377276], [37.3449547, 55.4375012], [37.3450942, 55.4373599], [37.3451559, 55.4372371], [37.3451652, 55.4370301], [37.3451375, 55.4368754]]","LINESTRING(55.4392413 37.3412348,55.439083 37.3417013,55.4389615 37.3421558,55.438735 37.342654,55.4384751 37.3430654,55.43826 37.3434167,55.4381046 37.3437373,55.437922 37.3442769,55.4377276 37.3446572,55.4375012 37.3449547,55.4373599 37.3450942,55.4372371 37.3451559,55.4370301 37.3451652,55.4368754 37.3451375)"
way/222955352,LineString,"[[37.3227673, 55.4435539], [37.3225226, 55.4433924], [37.3222335, 55.4431801], [37.3220895, 55.4430509], [37.3220986, 55.4429711], [37.3221983, 55.4428374], [37.3224285, 55.4425479], [37.3226689, 55.4422598], [37.3229024, 55.4419743], [37.3231746, 55.4416527], [37.32339, 55.4413974], [37.323509, 55.4413311], [37.3236058, 55.4412953]]","LINESTRING(55.4435539 37.3227673,55.4433924 37.3225226,55.4431801 37.3222335,55.4430509 37.3220895,55.4429711 37.3220986,55.4428374 37.3221983,55.4425479 37.3224285,55.4422598 37.3226689,55.4419743 37.3229024,55.4416527 37.3231746,55.4413974 37.32339,55.4413311 37.323509,55.4412953 37.3236058)"
