feature_id,geometry_type,coordinates,geometry_format
way/37640921,LineString,"[[30.2575603, 60.0963824], [30.2572667, 60.0963646], [30.256702, 60.0962667], [30.2563934, 60.0962638], [30.2561083, 60.0963131], [30.2559155, 60.0963867], [30.2557833, 60.0964848]]","LINESTRING(60.0963824 30.2575603,60.0963646 30.2572667,60.0962667 30.256702,60.0962638 30.2563934,60.0963131 30.2561083,60.0963867 30.2559155,60.0964848 30.2557833)"
way/37642021,LineString,"[[29.8020983, 60.1819145], [29.8049189, 60.1813802]]",
way/37642022,LineString,"[[29.8186541, 60.1693266], [29.8189918, 60.1695169], [29.8193554, 60.1696181], [29.821563, 60.1698825]]","LINESTRING(60.1693266 29.8186541,60.1695169 29.8189918,60.1696181 29.8193554,60.1698825 29.821563)"
way/37642024,LineString,"[[29.8245126, 60.1736328], [29.8238646, 60.1728277], [29.8233333, 60.1721299], [29.8223661, 60.1709089], [29.8223086, 60.1708312], [29.8219929, 60.1704046], [29.821563, 60.1698825]]","LINESTRING(60.1736328 29.8245126,60.1728277 29.8238646,60.1721299 29.8233333,60.1709089 29.8223661,60.1708312 29.8223086,60.1704046 29.8219929,60.1698825 29.821563)"
way/37651556,LineString,"[[30.4847314, 59.9293134], [30.4847119, 59.929048], [30.4847323, 59.9289871], [30.4847854, 59.9289226], [30.4851439, 59.9285414], [30.4855663, 59.9280925], [30.4855951, 59.9280607], [30.4870699, 59.9264713], [30.4880357, 59.9254531], [30.488309, 59.9251674], [30.4883874, 59.9251299], [30.4884876, 59.9251013], [30.48873, 59.9250547]]","LINESTRING(59.9293134 30.4847314,59.929048 30.4847119,59.9289871 30.4847323,59.9289226 30.4847854,59.9285414 30.4851439,59.9280925 30.4855663,59.9280607 30.4855951,59.9264713 30.4870699,59.9254531 30.4880357,59.9251674 30.488309,59.9251299 30.4883874,59.9251013 30.4884876,59.9250547 30.48873)"
way/37663025,LineString,"[[30.4416934, 59.9903788], [30.4447421, 59.9899913]]",
way/37667886,LineString,"[[30.4446798, 59.9100541], [30.4446275, 59.9102], [30.444581, 59.9103365], [30.4445496, 59.9103801], [30.4444924, 59.9104146], [30.4436455, 59.9107774], [30.4428354, 59.9111255], [30.4427759, 59.9111425], [30.4427088, 59.9111503], [30.4424447, 59.9111503], [30.4422024, 59.9111392]]","LINESTRING(59.9100541 30.4446798,59.9102 30.4446275,59.9103365 30.444581,59.9103801 30.4445496,59.9104146 30.4444924,59.9107774 30.4436455,59.9111255 30.4428354,59.9111425 30.4427759,59.9111503 30.4427088,59.9111503 30.4424447,59.9111392 30.4422024)"
way/37684991,LineString,"[[30.6006478, 59.8002996], [30.6017448, 59.7995741]]",
way/37684993,LineString,"[[30.6017448, 59.7995741], [30.6022707, 59.7992173], [30.6034414, 59.7984403], [30.6039111, 59.7981285], [30.6046241, 59.7976537], [30.604923, 59.7974539], [30.6053873, 59.7971494]]","LINESTRING(59.7995741 30.6017448,59.7992173 30.6022707,59.7984403 30.6034414,59.7981285 30.6039111,59.7976537 30.6046241,59.7974539 30.604923,59.7971494 30.6053873)"
way/37693430,LineString,"[[30.5915956, 59.7695422], [30.5923, 59.7696183]]",
way/37694366,LineString,"[[30.6054347, 59.8037339], [30.6058314, 59.8035848], [30.6069365, 59.8031396], [30.608134, 59.8026949], [30.6083769, 59.8025743], [30.60857, 59.8024799], [30.6087102, 59.8023868], [30.6087324, 59.8023636], [30.6088972, 59.8021912], [30.6092536, 59.8018321], [30.6093961, 59.8017109], [30.6095812, 59.8015827], [30.6099084, 59.8013817], [30.6112602, 59.80061], [30.6133923, 59.7993682], [30.6141007, 59.7989154], [30.6144705, 59.7986216], [30.6147766, 59.798319], [30.6152675, 59.7979371], [30.6166173, 59.7969573], [30.618283, 59.7957589]]","LINESTRING(59.8037339 30.6054347,59.8035848 30.6058314,59.8031396 30.6069365,59.8026949 30.608134,59.8025743 30.6083769,59.8024799 30.60857,59.8023868 30.6087102,59.8023636 30.6087324,59.8021912 30.6088972,59.8018321 30.6092536,59.8017109 30.6093961,59.8015827 30.6095812,59.8013817 30.6099084,59.80061 30.6112602,59.7993682 30.6133923,59.7989154 30.6141007,59.7986216 30.6144705,59.798319 30.6147766,59.7979371 30.6152675,59.7969573 30.6166173,59.7957589 30.618283)"
way/37694522,LineString,"[[30.604831, 59.8033512], [30.6046794, 59.8032923], [30.6045198, 59.8032205], [30.6043537, 59.8031132], [30.6042415, 59.8028436], [30.604144, 59.8024652], [30.604138, 59.8023962], [30.6040918, 59.8018691], [30.603968, 59.8012722], [30.6037878, 59.8007368], [30.6035506, 59.8004418], [30.6032101, 59.8000797], [30.6029212, 59.7997222], [30.6027322, 59.7995221], [30.6025618, 59.799362]]","LINESTRING(59.8033512 30.604831,59.8032923 30.6046794,59.8032205 30.6045198,59.8031132 30.6043537,59.8028436 30.6042415,59.8024652 30.604144,59.8023962 30.604138,59.8018691 30.6040918,59.8012722 30.603968,59.8007368 30.6037878,59.8004418 30.6035506,59.8000797 30.6032101,59.7997222 30.6029212,59.7995221 30.6027322,59.799362 30.6025618)"
way/37694531,LineString,"[[30.604831, 59.8033512], [30.6047937, 59.8032638], [30.6047941, 59.8031526], [30.604831, 59.8029939], [30.6048762, 59.8029219], [30.6052813, 59.8025501], [30.6065842, 59.8014127], [30.60663, 59.8013805], [30.6072484, 59.8009448], [30.609444, 59.7997055]]","LINESTRING(59.8033512 30.604831,59.8032638 30.6047937,59.8031526 30.6047941,59.8029939 30.604831,59.8029219 30.6048762,59.8025501 30.6052813,59.8014127 30.6065842,59.8013805 30.60663,59.8009448 30.6072484,59.7997055 30.609444)"
way/37694532,LineString,"[[30.6112602, 59.80061], [30.6105917, 59.8002771], [30.609444, 59.7997055], [30.6080645, 59.7990185], [30.6062105, 59.7980951], [30.6057897, 59.7978856], [30.6051424, 59.7975632], [30.6050684, 59.7975263], [30.604923, 59.7974539]]","LINESTRING(59.80061 30.6112602,59.8002771 30.6105917,59.7997055 30.609444,59.7990185 30.6080645,59.7980951 30.6062105,59.7978856 30.6057897,59.7975632 30.6051424,59.7975263 30.6050684,59.7974539 30.604923)"
way/37694534,LineString,"[[30.6065842, 59.8014127], [30.6062597, 59.8012377], [30.6061154, 59.801151], [30.6060272, 59.8010889], [30.6060044, 59.8010366], [30.6060184, 59.8009775], [30.6061498, 59.8008631], [30.6066576, 59.8004278], [30.6067166, 59.8003631], [30.606742, 59.8002917], [30.6067253, 59.8002376], [30.6066899, 59.8001867], [30.6065901, 59.8001116], [30.6063611, 59.7999843], [30.6058531, 59.7997118], [30.6050838, 59.7993337], [30.6049637, 59.799256], [30.6049036, 59.7991826], [30.6049208, 59.7990833], [30.6050581, 59.7989019], [30.6052555, 59.7987076], [30.6055473, 59.7984788], [30.6062105, 59.7980951]]","LINESTRING(59.8014127 30.6065842,59.8012377 30.6062597,59.801151 30.6061154,59.8010889 30.6060272,59.8010366 30.6060044,59.8009775 30.6060184,59.8008631 30.6061498,59.8004278 30.6066576,59.8003631 30.6067166,59.8002917 30.606742,59.8002376 30.6067253,59.8001867 30.6066899,59.8001116 30.6065901,59.7999843 30.6063611,59.7997118 30.6058531,59.7993337 30.6050838,59.799256 30.6049637,59.7991826 30.6049036,59.7990833 30.6049208,59.7989019 30.6050581,59.7987076 30.6052555,59.7984788 30.6055473,59.7980951 30.6062105)"
way/37694540,LineString,"[[30.618283, 59.7957589], [30.6182608, 59.7955947], [30.6181571, 59.7954559], [30.6179161, 59.7947556], [30.6178131, 59.7944451]]","LINESTRING(59.7957589 30.618283,59.7955947 30.6182608,59.7954559 30.6181571,59.7947556 30.6179161,59.7944451 30.6178131)"
way/37700984,LineString,"[[30.5859993, 59.8010647], [30.5874742, 59.8015735], [30.5888207, 59.8020379], [30.5901822, 59.8025075]]","LINESTRING(59.8010647 30.5859993,59.8015735 30.5874742,59.8020379 30.5888207,59.8025075 30.5901822)"
way/37700999,LineString,"[[30.5867076, 59.8005603], [30.5863331, 59.8008293], [30.5860465, 59.8010314], [30.5859993, 59.8010647], [30.5858121, 59.8011949], [30.5855813, 59.8013555], [30.5852076, 59.8016156], [30.5840609, 59.8024135], [30.5832399, 59.8029848], [30.5830595, 59.8030951], [30.5828878, 59.8031828], [30.5826588, 59.8032805], [30.5789543, 59.8046851], [30.5788379, 59.804746], [30.57872, 59.8048235]]","LINESTRING(59.8005603 30.5867076,59.8008293 30.5863331,59.8010314 30.5860465,59.8010647 30.5859993,59.8011949 30.5858121,59.8013555 30.5855813,59.8016156 30.5852076,59.8024135 30.5840609,59.8029848 30.5832399,59.8030951 30.5830595,59.8031828 30.5828878,59.8032805 30.5826588,59.8046851 30.5789543,59.804746 30.5788379,59.8048235 30.57872)"
way/37701001,LineString,"[[30.577086, 59.804228], [30.5773201, 59.8041547], [30.577484, 59.8040868], [30.578016, 59.8038665], [30.5808746, 59.802779], [30.5847273, 59.8013141], [30.584817, 59.80128], [30.5851317, 59.8011539], [30.5857724, 59.8009107], [30.5861662, 59.8007612]]","LINESTRING(59.804228 30.577086,59.8041547 30.5773201,59.8040868 30.577484,59.8038665 30.578016,59.802779 30.5808746,59.8013141 30.5847273,59.80128 30.584817,59.8011539 30.5851317,59.8009107 30.5857724,59.8007612 30.5861662)"
way/37701055,LineString,"[[30.5802378, 59.8053407], [30.5802976, 59.8052988], [30.5803428, 59.8052469], [30.5803826, 59.8052076], [30.5804436, 59.8051671], [30.5835433, 59.8039707], [30.5842969, 59.8037519], [30.5844032, 59.8037187]]","LINESTRING(59.8053407 30.5802378,59.8052988 30.5802976,59.8052469 30.5803428,59.8052076 30.5803826,59.8051671 30.5804436,59.8039707 30.5835433,59.8037519 30.5842969,59.8037187 30.5844032)"
way/37701066,LineString,"[[30.5815341, 59.8057887], [30.5816509, 59.8057053], [30.5829989, 59.8047414]]","LINESTRING(59.8057887 30.5815341,59.8057053 30.5816509,59.8047414 30.5829989)"
way/37701079,LineString,"[[30.5828321, 59.8062342], [30.5829533, 59.8061506], [30.5841716, 59.8053011]]","LINESTRING(59.8062342 30.5828321,59.8061506 30.5829533,59.8053011 30.5841716)"
way/37727456,LineString,"[[30.4846234, 59.8428883], [30.4847663, 59.8425244], [30.4847874, 59.8424766], [30.4850547, 59.8417296], [30.4851517, 59.8414468], [30.4852543, 59.8411382], [30.4853331, 59.8409093], [30.4854138, 59.8405417], [30.48545, 59.8404412], [30.4855435, 59.8403518]]","LINESTRING(59.8428883 30.4846234,59.8425244 30.4847663,59.8424766 30.4847874,59.8417296 30.4850547,59.8414468 30.4851517,59.8411382 30.4852543,59.8409093 30.4853331,59.8405417 30.4854138,59.8404412 30.48545,59.8403518 30.4855435)"
way/37727658,LineString,"[[30.4837799, 59.8461793], [30.4834755, 59.8461503]]",
way/37727960,LineString,"[[30.5206879, 59.8318916], [30.5216592, 59.8315722]]",
way/37727965,LineString,"[[30.5004895, 59.8386193], [30.5001544, 59.8387155], [30.4989141, 59.8390586], [30.4982073, 59.8392558], [30.4963433, 59.8397749], [30.4953357, 59.8400562], [30.4946899, 59.8402365], [30.4937125, 59.8405094], [30.4928896, 59.8407392], [30.4928027, 59.8407635], [30.4919893, 59.8409896], [30.4916019, 59.8410972], [30.4903972, 59.8414321], [30.4903224, 59.841453], [30.4892971, 59.8417397], [30.4890277, 59.8418141], [30.4880366, 59.8420907], [30.4866468, 59.8424786]]","LINESTRING(59.8386193 30.5004895,59.8387155 30.5001544,59.8390586 30.4989141,59.8392558 30.4982073,59.8397749 30.4963433,59.8400562 30.4953357,59.8402365 30.4946899,59.8405094 30.4937125,59.8407392 30.4928896,59.8407635 30.4928027,59.8409896 30.4919893,59.8410972 30.4916019,59.8414321 30.4903972,59.841453 30.4903224,59.8417397 30.4892971,59.8418141 30.4890277,59.8420907 30.4880366,59.8424786 30.4866468)"
way/37727966,LineString,"[[30.5076208, 59.836292], [30.5074374, 59.8363509], [30.5065192, 59.8366532], [30.5062638, 59.8367366], [30.5061589, 59.8367709], [30.5054835, 59.836992], [30.5053271, 59.8370431], [30.5041593, 59.8374242], [30.5030156, 59.8377988], [30.5016061, 59.8382604]]","LINESTRING(59.836292 30.5076208,59.8363509 30.5074374,59.8366532 30.5065192,59.8367366 30.5062638,59.8367709 30.5061589,59.836992 30.5054835,59.8370431 30.5053271,59.8374242 30.5041593,59.8377988 30.5030156,59.8382604 30.5016061)"
way/37737282,LineString,"[[30.4674497, 59.8841381], [30.4674367, 59.8839284], [30.4676793, 59.8836779], [30.4679037, 59.8834488], [30.4682983, 59.8830454], [30.4684494, 59.8829814], [30.4686686, 59.8828884]]","LINESTRING(59.8841381 30.4674497,59.8839284 30.4674367,59.8836779 30.4676793,59.8834488 30.4679037,59.8830454 30.4682983,59.8829814 30.4684494,59.8828884 30.4686686)"
way/37740605,LineString,"[[30.4108347, 59.9579152], [30.4108631, 59.9581564], [30.4109204, 59.9586452], [30.4109463, 59.9588669], [30.4109649, 59.9590248]]","LINESTRING(59.9579152 30.4108347,59.9581564 30.4108631,59.9586452 30.4109204,59.9588669 30.4109463,59.9590248 30.4109649)"
way/37741125,LineString,"[[29.7224909, 60.0124317], [29.7223593, 60.012529], [29.7222821, 60.012583], [29.722216, 60.0126352], [29.7221501, 60.0126991], [29.7220683, 60.0127913], [29.7220109, 60.0128753], [29.7219634, 60.0129733], [29.7219386, 60.0131021], [29.7219533, 60.0132408], [29.7220326, 60.0134131], [29.7221552, 60.0135686], [29.7225458, 60.013978], [29.7226015, 60.0140749], [29.7226365, 60.014232], [29.7226043, 60.0143734], [29.7225501, 60.0144811], [29.7224733, 60.0145783], [29.722142, 60.0148818], [29.7220096, 60.0150516], [29.7219249, 60.0152086], [29.7219066, 60.0153788], [29.7219612, 60.015545], [29.7220155, 60.0156408], [29.722113, 60.0157487], [29.7221955, 60.0158368], [29.7223346, 60.0159632], [29.7231916, 60.0164995], [29.7236958, 60.0167931], [29.7241159, 60.017036]]","LINESTRING(60.0124317 29.7224909,60.012529 29.7223593,60.012583 29.7222821,60.0126352 29.722216,60.0126991 29.7221501,60.0127913 29.7220683,60.0128753 29.7220109,60.0129733 29.7219634,60.0131021 29.7219386,60.0132408 29.7219533,60.0134131 29.7220326,60.0135686 29.7221552,60.013978 29.7225458,60.0140749 29.7226015,60.014232 29.7226365,60.0143734 29.7226043,60.0144811 29.7225501,60.0145783 29.7224733,60.0148818 29.722142,60.0150516 29.7220096,60.0152086 29.7219249,60.0153788 29.7219066,60.015545 29.7219612,60.0156408 29.7220155,60.0157487 29.722113,60.0158368 29.7221955,60.0159632 29.7223346,60.0164995 29.7231916,60.0167931 29.7236958,60.017036 29.7241159)"
way/37754018,LineString,"[[30.4860081, 59.8397824], [30.4858768, 59.8398787], [30.4857441, 59.8400056], [30.4856843, 59.8400783]]","LINESTRING(59.8397824 30.4860081,59.8398787 30.4858768,59.8400056 30.4857441,59.8400783 30.4856843)"
way/37756811,LineString,"[[30.4891796, 59.8416317], [30.4902008, 59.8413439], [30.490277, 59.8413227], [30.4914779, 59.8409882], [30.491868, 59.8408806], [30.4926803, 59.8406544], [30.4927684, 59.8406299], [30.4935903, 59.840401], [30.4952137, 59.8399482], [30.4955336, 59.8398582], [30.496124, 59.8396929], [30.4980867, 59.8391466], [30.4991483, 59.8388513]]","LINESTRING(59.8416317 30.4891796,59.8413439 30.4902008,59.8413227 30.490277,59.8409882 30.4914779,59.8408806 30.491868,59.8406544 30.4926803,59.8406299 30.4927684,59.840401 30.4935903,59.8399482 30.4952137,59.8398582 30.4955336,59.8396929 30.496124,59.8391466 30.4980867,59.8388513 30.4991483)"
way/37756878,LineString,"[[30.4840783, 59.8444262], [30.4843976, 59.8444567]]",
way/37766050,LineString,"[[30.4715739, 59.8821643], [30.4719562, 59.8821529], [30.4722092, 59.8821539], [30.4724139, 59.8821711], [30.4726752, 59.8822282], [30.4734675, 59.8823966], [30.4740364, 59.8825176], [30.4760574, 59.8829226], [30.4768942, 59.8830843], [30.478711, 59.8834054], [30.4789584, 59.8834483], [30.4791194, 59.8834759], [30.4803261, 59.883661], [30.4825496, 59.8839903], [30.4847584, 59.8842773], [30.4856809, 59.8843821], [30.4859151, 59.8844093], [30.486764, 59.8844974], [30.4869246, 59.8845356], [30.4870555, 59.8845807], [30.4871568, 59.8846156], [30.4873549, 59.8847304]]","LINESTRING(59.8821643 30.4715739,59.8821529 30.4719562,59.8821539 30.4722092,59.8821711 30.4724139,59.8822282 30.4726752,59.8823966 30.4734675,59.8825176 30.4740364,59.8829226 30.4760574,59.8830843 30.4768942,59.8834054 30.478711,59.8834483 30.4789584,59.8834759 30.4791194,59.883661 30.4803261,59.8839903 30.4825496,59.8842773 30.4847584,59.8843821 30.4856809,59.8844093 30.4859151,59.8844974 30.486764,59.8845356 30.4869246,59.8845807 30.4870555,59.8846156 30.4871568,59.8847304 30.4873549)"
way/37766441,LineString,"[[30.4788453, 59.8839355], [30.4787007, 59.8839114], [30.4778532, 59.8837695], [30.4774959, 59.8837034], [30.4762045, 59.883464], [30.4756599, 59.8833631], [30.4748441, 59.8832072], [30.473933, 59.8830195], [30.4725082, 59.8827148], [30.4718829, 59.882574], [30.4717184, 59.8824563], [30.471679, 59.8824204], [30.4715605, 59.8823126]]","LINESTRING(59.8839355 30.4788453,59.8839114 30.4787007,59.8837695 30.4778532,59.8837034 30.4774959,59.883464 30.4762045,59.8833631 30.4756599,59.8832072 30.4748441,59.8830195 30.473933,59.8827148 30.4725082,59.882574 30.4718829,59.8824563 30.4717184,59.8824204 30.471679,59.8823126 30.4715605)"
way/37867933,LineString,"[[29.9458684, 60.0943853], [29.9474764, 60.0942619], [29.9488067, 60.0941399], [29.948948, 60.0942036], [29.9514056, 60.0947355], [29.9527325, 60.0949654], [29.9529727, 60.0974829]]","LINESTRING(60.0943853 29.9458684,60.0942619 29.9474764,60.0941399 29.9488067,60.0942036 29.948948,60.0947355 29.9514056,60.0949654 29.9527325,60.0974829 29.9529727)"
way/37869878,LineString,"[[30.5100095, 59.9825919], [30.509592, 59.9825036], [30.5091888, 59.9824475], [30.5088253, 59.9824162], [30.50828, 59.9824036], [30.5077678, 59.9824038], [30.507207, 59.9823985], [30.5070253, 59.9823967]]","LINESTRING(59.9825919 30.5100095,59.9825036 30.509592,59.9824475 30.5091888,59.9824162 30.5088253,59.9824036 30.50828,59.9824038 30.5077678,59.9823985 30.507207,59.9823967 30.5070253)"
way/37869883,LineString,"[[30.5153799, 59.9844688], [30.5146955, 59.9841859], [30.5137651, 59.9838126], [30.5130314, 59.9835371], [30.511749, 59.9831174], [30.5104051, 59.9827024], [30.5100095, 59.9825919]]","LINESTRING(59.9844688 30.5153799,59.9841859 30.5146955,59.9838126 30.5137651,59.9835371 30.5130314,59.9831174 30.511749,59.9827024 30.5104051,59.9825919 30.5100095)"
way/37879305,LineString,"[[30.5792293, 59.8180963], [30.5773915, 59.8168908], [30.575865, 59.8159301], [30.5757611, 59.8158657], [30.5753926, 59.8156536]]","LINESTRING(59.8180963 30.5792293,59.8168908 30.5773915,59.8159301 30.575865,59.8158657 30.5757611,59.8156536 30.5753926)"
way/37881080,LineString,"[[30.1796141, 59.8614235], [30.1795143, 59.8613102]]",
way/37882394,LineString,"[[29.9355144, 60.159526], [29.9353496, 60.1594879], [29.9353185, 60.1594296], [29.9353829, 60.1593525]]","LINESTRING(60.159526 29.9355144,60.1594879 29.9353496,60.1594296 29.9353185,60.1593525 29.9353829)"
way/37892677,LineString,"[[30.5891031, 59.7982887], [30.5887369, 59.7983681], [30.5885379, 59.7984325], [30.5884004, 59.7984683], [30.5881776, 59.7984897], [30.5880212, 59.7985064], [30.5878411, 59.7985565], [30.5877653, 59.7986066], [30.5877274, 59.7986829], [30.5877531, 59.7987405], [30.5877692, 59.7987765], [30.5881909, 59.7990319], [30.5887058, 59.7993468]]","LINESTRING(59.7982887 30.5891031,59.7983681 30.5887369,59.7984325 30.5885379,59.7984683 30.5884004,59.7984897 30.5881776,59.7985064 30.5880212,59.7985565 30.5878411,59.7986066 30.5877653,59.7986829 30.5877274,59.7987405 30.5877531,59.7987765 30.5877692,59.7990319 30.5881909,59.7993468 30.5887058)"
way/37892998,LineString,"[[30.5371811, 59.8042098], [30.5356178, 59.8028967], [30.5355692, 59.8028402], [30.535585, 59.8027857], [30.5356812, 59.8027302], [30.5359325, 59.8026578]]","LINESTRING(59.8042098 30.5371811,59.8028967 30.5356178,59.8028402 30.5355692,59.8027857 30.535585,59.8027302 30.5356812,59.8026578 30.5359325)"
way/37893037,LineString,"[[30.5236268, 59.8050553], [30.5234873, 59.8049965], [30.5225569, 59.8039504], [30.5210935, 59.8023762], [30.5207572, 59.8022198]]","LINESTRING(59.8050553 30.5236268,59.8049965 30.5234873,59.8039504 30.5225569,59.8023762 30.5210935,59.8022198 30.5207572)"
way/37893304,LineString,"[[30.5136809, 59.8060554], [30.5138082, 59.8060458], [30.5139218, 59.8060681], [30.5141211, 59.8061246], [30.5141782, 59.8061467], [30.514343, 59.806214], [30.5144559, 59.8062565], [30.5145323, 59.806285], [30.5147113, 59.8063476], [30.5147698, 59.8063704]]","LINESTRING(59.8060554 30.5136809,59.8060458 30.5138082,59.8060681 30.5139218,59.8061246 30.5141211,59.8061467 30.5141782,59.806214 30.514343,59.8062565 30.5144559,59.806285 30.5145323,59.8063476 30.5147113,59.8063704 30.5147698)"
way/37895829,LineString,"[[30.5004895, 59.8386193], [30.5004894, 59.8385643], [30.5004882, 59.8385264], [30.5004863, 59.8384706]]","LINESTRING(59.8386193 30.5004895,59.8385643 30.5004894,59.8385264 30.5004882,59.8384706 30.5004863)"
way/37923580,LineString,"[[30.3766874, 60.0302697], [30.377264, 60.0301066]]",
way/37923584,LineString,"[[30.3773779, 60.0302073], [30.3768012, 60.0303704]]",
way/37931983,LineString,"[[30.5043264, 59.7961561], [30.5039437, 59.7957964], [30.5037766, 59.7956127], [30.5037225, 59.7955158], [30.5037192, 59.7954523], [30.5038061, 59.795278], [30.5039344, 59.7952], [30.5040294, 59.7951528], [30.504087, 59.7951242], [30.5043566, 59.7950272], [30.5060732, 59.7944145], [30.5062942, 59.7943349], [30.5064612, 59.794264], [30.5065903, 59.7941766]]","LINESTRING(59.7961561 30.5043264,59.7957964 30.5039437,59.7956127 30.5037766,59.7955158 30.5037225,59.7954523 30.5037192,59.795278 30.5038061,59.7952 30.5039344,59.7951528 30.5040294,59.7951242 30.504087,59.7950272 30.5043566,59.7944145 30.5060732,59.7943349 30.5062942,59.794264 30.5064612,59.7941766 30.5065903)"
way/37932043,LineString,"[[30.5065903, 59.7941766], [30.5067181, 59.7940938], [30.506973, 59.7939436], [30.5072454, 59.793778], [30.5075244, 59.793624], [30.5075294, 59.7934286], [30.5075492, 59.7932835], [30.5075853, 59.7929157], [30.5076231, 59.7926187], [30.5076327, 59.7924553], [30.5076724, 59.7923381], [30.5078038, 59.7921868], [30.5080243, 59.7920034], [30.5095411, 59.7908682], [30.5097352, 59.7906922], [30.5097946, 59.7906117], [30.5098102, 59.7903839], [30.5098821, 59.7900349], [30.5100471, 59.7898144], [30.5101335, 59.7897285], [30.5102432, 59.7896407], [30.5103892, 59.7895982], [30.5107534, 59.7895368], [30.5110524, 59.7895341], [30.5118961, 59.7895587], [30.5119834, 59.7895638], [30.5123223, 59.7895834], [30.5128472, 59.789633], [30.51322, 59.7896693], [30.5140892, 59.789847], [30.5147933, 59.7900423], [30.5153316, 59.7902251]]","LINESTRING(59.7941766 30.5065903,59.7940938 30.5067181,59.7939436 30.506973,59.793778 30.5072454,59.793624 30.5075244,59.7934286 30.5075294,59.7932835 30.5075492,59.7929157 30.5075853,59.7926187 30.5076231,59.7924553 30.5076327,59.7923381 30.5076724,59.7921868 30.5078038,59.7920034 30.5080243,59.7908682 30.5095411,59.7906922 30.5097352,59.7906117 30.5097946,59.7903839 30.5098102,59.7900349 30.5098821,59.7898144 30.5100471,59.7897285 30.5101335,59.7896407 30.5102432,59.7895982 30.5103892,59.7895368 30.5107534,59.7895341 30.5110524,59.7895587 30.5118961,59.7895638 30.5119834,59.7895834 30.5123223,59.789633 30.5128472,59.7896693 30.51322,59.789847 30.5140892,59.7900423 30.5147933,59.7902251 30.5153316)"
way/38020472,LineString,"[[30.5736371, 59.7504415], [30.5736473, 59.7503677], [30.5736521, 59.7502914], [30.5735429, 59.7495281], [30.5735018, 59.7492424], [30.5734962, 59.7492032], [30.5733904, 59.7484645], [30.5733862, 59.7484355], [30.5733709, 59.7483323]]","LINESTRING(59.7504415 30.5736371,59.7503677 30.5736473,59.7502914 30.5736521,59.7495281 30.5735429,59.7492424 30.5735018,59.7492032 30.5734962,59.7484645 30.5733904,59.7484355 30.5733862,59.7483323 30.5733709)"
way/38022555,LineString,"[[30.2580584, 59.861296], [30.2566622, 59.8605292], [30.2558673, 59.8601098], [30.2555247, 59.859929], [30.2554277, 59.8598778], [30.2553493, 59.8598364], [30.2552641, 59.8597906], [30.2551469, 59.8597277], [30.2543941, 59.8593231]]","LINESTRING(59.861296 30.2580584,59.8605292 30.2566622,59.8601098 30.2558673,59.859929 30.2555247,59.8598778 30.2554277,59.8598364 30.2553493,59.8597906 30.2552641,59.8597277 30.2551469,59.8593231 30.2543941)"
way/38022557,LineString,"[[30.260998, 59.865506], [30.2610275, 59.8653741], [30.2610541, 59.8652272], [30.2610665, 59.8651173], [30.2610735, 59.8647706], [30.2610561, 59.8645658], [30.261012, 59.864302], [30.2609631, 59.8641333], [30.2609093, 59.8639864], [30.2608004, 59.8637355], [30.2606857, 59.8635352], [30.2605635, 59.86333], [30.2603568, 59.8630677], [30.2602144, 59.862909], [30.2599532, 59.8626422], [30.2595958, 59.8623392], [30.2594869, 59.8622585]]","LINESTRING(59.865506 30.260998,59.8653741 30.2610275,59.8652272 30.2610541,59.8651173 30.2610665,59.8647706 30.2610735,59.8645658 30.2610561,59.864302 30.261012,59.8641333 30.2609631,59.8639864 30.2609093,59.8637355 30.2608004,59.8635352 30.2606857,59.86333 30.2605635,59.8630677 30.2603568,59.862909 30.2602144,59.8626422 30.2599532,59.8623392 30.2595958,59.8622585 30.2594869)"
way/38022559,LineString,"[[30.259893, 59.86931], [30.2600917, 59.8686328], [30.2601357, 59.8684829], [30.2601788, 59.868336]]","LINESTRING(59.86931 30.259893,59.8686328 30.2600917,59.8684829 30.2601357,59.868336 30.2601788)"
way/38040255,LineString,"[[29.9845792, 59.8711023], [29.9834306, 59.8709163], [29.9812432, 59.8704968], [29.9806907, 59.8703701]]","LINESTRING(59.8711023 29.9845792,59.8709163 29.9834306,59.8704968 29.9812432,59.8703701 29.9806907)"
way/38050260,LineString,"[[29.5495692, 60.1986416], [29.5492467, 60.1986738], [29.5489884, 60.198706], [29.5486744, 60.1987972]]","LINESTRING(60.1986416 29.5495692,60.1986738 29.5492467,60.198706 29.5489884,60.1987972 29.5486744)"
way/38050261,LineString,"[[29.5478628, 60.1992832], [29.5479425, 60.1991519], [29.54796, 60.1990557], [29.5479325, 60.1989743], [29.5478623, 60.1988867], [29.5476877, 60.1987513]]","LINESTRING(60.1992832 29.5478628,60.1991519 29.5479425,60.1990557 29.54796,60.1989743 29.5479325,60.1988867 29.5478623,60.1987513 29.5476877)"
way/38050262,LineString,"[[29.5476877, 60.1987513], [29.5475188, 60.1986509], [29.5472758, 60.1985564]]","LINESTRING(60.1987513 29.5476877,60.1986509 29.5475188,60.1985564 29.5472758)"
way/38050263,LineString,"[[29.5476877, 60.1987513], [29.5476794, 60.1987017], [29.5477284, 60.1986272], [29.5478054, 60.1985865], [29.5478764, 60.1985644]]","LINESTRING(60.1987513 29.5476877,60.1987017 29.5476794,60.1986272 29.5477284,60.1985865 29.5478054,60.1985644 29.5478764)"
