id,Lat,Lon,Coordinates,area,population
way/429272443,55.59758122156863,37.17258495294117,"[(55.5984961, 37.1699401), (55.5974371, 37.1710751), (55.5964763, 37.1719655), (55.5957943, 37.1723572), (55.5947137, 37.1727683), (55.5942155, 37.1729602), (55.5935893, 37.1732211), (55.5936331, 37.1735452), (55.5942676, 37.173839), (55.5947558, 37.1738975), (55.5956427, 37.1738002), (55.5957428, 37.1735695), (55.5960065, 37.1734032), (55.5961489, 37.1734408), (55.5965217, 37.1734193), (55.5968703, 37.1732691), (55.5969649, 37.1731854), (55.5970732, 37.1730815), (55.5971797, 37.1729345), (55.5972432, 37.1728194), (55.5973153, 37.1726949), (55.5974335, 37.1725545), (55.5975913, 37.172401), (55.5980432, 37.1720889), (55.5983915, 37.1719165), (55.5984657, 37.1720158), (55.5985363, 37.1722506), (55.5985454, 37.172443), (55.5984831, 37.17262), (55.5977521, 37.1730812), (55.5976095, 37.1732256), (55.5971887, 37.1737581), (55.5974393, 37.1748415), (55.5980763, 37.1741581), (55.5987828, 37.1734255), (55.5996016, 37.1726652), (55.5997131, 37.1725616), (55.599723, 37.1725427), (55.599757, 37.1724774), (55.599553, 37.1720596), (55.5993312, 37.1722638), (55.5992335, 37.1722566), (55.5992083, 37.1722548), (55.5991333, 37.1722492), (55.5990221, 37.1719952), (55.5989443, 37.1717787), (55.5991987, 37.1713538), (55.5991505, 37.1712568), (55.5991376, 37.171231), (55.5990123, 37.1709788), (55.5984961, 37.1699401)]",70301.84677461791,2594
way/429272445,55.59610091,37.17488783,"[(55.5953498, 37.176935), (55.5973507, 37.1748838), (55.5971131, 37.1737829), (55.59691, 37.1739375), (55.596476, 37.174206), (55.5961547, 37.1743567), (55.5957548, 37.1744712), (55.5955226, 37.1745532), (55.5950276, 37.174817), (55.5953498, 37.176935)]",25471.385372638702,1357
way/429498891,55.78626627999999,37.44801946,"[(55.7888598, 37.4482266), (55.78886, 37.4477662), (55.7823759, 37.4477626), (55.7823759, 37.4481153), (55.7888598, 37.4482266)]",18413.01620146213,1749
way/429921732,55.705771771428566,37.54942297142857,"[(55.7063821, 37.5492018), (55.7057794, 37.5485741), (55.7056051, 37.5483936), (55.7055345, 37.5485326), (55.7054334, 37.5487349), (55.7052264, 37.5491494), (55.7053106, 37.549284), (55.7052814, 37.5493476), (55.7056737, 37.5503119), (55.7057333, 37.550352), (55.7059138, 37.5507612), (55.7061752, 37.5508282), (55.7063738, 37.5492485), (55.7063821, 37.5492018)]",11314.401055395603,303
way/432735790,55.41005955714286,37.18192141428572,"[(55.4102217, 37.1791314), (55.4084614, 37.1826612), (55.4092624, 37.1839808), (55.4095669, 37.1834176), (55.4099278, 37.183836), (55.4100152, 37.183634), (55.4102643, 37.1830582), (55.4097953, 37.1824198), (55.4103405, 37.181304), (55.4107363, 37.1818404), (55.4108582, 37.1815776), (55.4103831, 37.1808909), (55.410779, 37.1800165), (55.4102217, 37.1791314)]",35747.79849858582,142
way/432932596,55.534707420000004,37.42154060666667,"[(55.5336028, 37.4248528), (55.533746, 37.4248125), (55.5346737, 37.4237767), (55.5359548, 37.4219559), (55.5359276, 37.4218625), (55.5372148, 37.4205249), (55.5372656, 37.4199489), (55.5350548, 37.4174739), (55.5348464, 37.4184557), (55.5352516, 37.4191716), (55.5349853, 37.421299), (55.5332374, 37.4213808), (55.5328322, 37.4209921), (55.5324155, 37.421749), (55.5336028, 37.4248528)]",92085.7283943519,642
way/432932597,55.48799527777778,37.443138927777774,"[(55.4872878, 37.4421275), (55.4872613, 37.4424045), (55.4869524, 37.4423549), (55.4869359, 37.4429468), (55.4874018, 37.4429643), (55.4875917, 37.4433667), (55.4877784, 37.4434979), (55.4880691, 37.4435124), (55.4883979, 37.4437778), (55.4888323, 37.4447603), (55.4888687, 37.4447399), (55.4891908, 37.4438157), (55.4891792, 37.443699), (55.4886572, 37.4431159), (55.4884281, 37.4428713), (55.4880278, 37.4423549), (55.4877668, 37.4420634), (55.4872878, 37.4421275)]",15964.200738275424,1714
way/432932599,55.5227600625,37.41571142916667,"[(55.5228685, 37.410645), (55.5228667, 37.4122918), (55.5218835, 37.4122918), (55.5217342, 37.4127099), (55.5215885, 37.413411), (55.5215885, 37.4158168), (55.521188, 37.4162027), (55.5210369, 37.4161738), (55.5208002, 37.4171869), (55.5209404, 37.4199689), (55.5220546, 37.4200268), (55.522508, 37.4204224), (55.5229996, 37.419078), (55.5229959, 37.4189687), (55.5233127, 37.4179652), (55.5233546, 37.4177819), (55.5236768, 37.4171611), (55.5236259, 37.4169939), (55.5239973, 37.4165501), (55.524325, 37.4154694), (55.524132, 37.4152636), (55.5250059, 37.4133209), (55.5248893, 37.4107287), (55.5228685, 37.410645)]",171394.4582359977,4785
way/434215559,55.47416217777778,37.15243306666667,"[(55.4736021, 37.1504395), (55.4735339, 37.1539424), (55.4736983, 37.1539362), (55.4738, 37.1538214), (55.4740879, 37.1537663), (55.4742248, 37.1536767), (55.4742454, 37.1535062), (55.4741501, 37.1528214), (55.4739235, 37.1518343), (55.4741387, 37.1516948), (55.47435, 37.1525853), (55.4745454, 37.1535194), (55.4750636, 37.15313), (55.4748425, 37.152183), (55.4746358, 37.15133), (55.4743987, 37.1507185), (55.4740764, 37.1504503), (55.4736021, 37.1504395)]",23218.537917012814,357
way/434215561,55.474539764285716,37.159092214285714,"[(55.4734865, 37.1600311), (55.4734561, 37.1605998), (55.4737784, 37.160707), (55.4742649, 37.1606212), (55.4756463, 37.1594607), (55.4762699, 37.1568017), (55.4755418, 37.1566086), (55.4754324, 37.1571451), (55.4752439, 37.1578532), (55.4749459, 37.1585398), (55.4744351, 37.159323), (55.4739791, 37.1596985), (55.4735899, 37.1598702), (55.4734865, 37.1600311)]",28321.099240995944,142
way/434215562,55.472189625,37.15706925625,"[(55.4708939, 37.1544601), (55.4708452, 37.1550716), (55.4722014, 37.1554364), (55.4722196, 37.1557797), (55.4731926, 37.1561123), (55.472942, 37.1572944), (55.4726506, 37.1577564), (55.4713015, 37.1578343), (55.4706338, 37.1578096), (55.4714121, 37.1597169), (55.4725115, 37.1603502), (55.4732534, 37.1605648), (55.4733568, 37.1593417), (55.473375, 37.1561874), (55.4733507, 37.1549322), (55.4708939, 37.1544601)]",58271.047622181475,857
way/434215564,55.48297263125,37.15066585625,"[(55.4826616, 37.1471753), (55.483069, 37.1494176), (55.4826799, 37.1506514), (55.4823394, 37.1511021), (55.4820294, 37.1518316), (55.4822178, 37.1533551), (55.4825644, 37.1538486), (55.4823668, 37.154766), (55.4828197, 37.1550825), (55.4835006, 37.1517887), (55.4837863, 37.1503725), (55.4839018, 37.1497502), (55.4839018, 37.1494605), (55.4836587, 37.148098), (55.4834033, 37.1467783), (55.4826616, 37.1471753)]",52817.948276638985,428
way/434215566,55.47448111764706,37.15680922941176,"[(55.4734845, 37.1595134), (55.4739527, 37.1594061), (55.4744088, 37.1590198), (55.474804, 37.1583868), (55.4752175, 37.1573461), (55.4754121, 37.1562518), (55.4754486, 37.1553291), (55.4753574, 37.1548356), (55.4752297, 37.1539666), (55.4746048, 37.1542723), (55.4746292, 37.1546693), (55.4746277, 37.1570967), (55.4742431, 37.1570994), (55.4742446, 37.1557583), (55.473521, 37.1556564), (55.4735088, 37.1576358), (55.4734845, 37.1595134)]",43781.87927245232,357
way/434215569,55.477563489655175,37.153569172413796,"[(55.4755601, 37.1559837), (55.4755479, 37.1564772), (55.4762759, 37.156649), (55.4763813, 37.1562332), (55.4769348, 37.156415), (55.4768687, 37.1553032), (55.4770316, 37.1551683), (55.4805277, 37.1524753), (55.4801693, 37.1506129), (55.4798247, 37.150846), (55.4800217, 37.1517667), (55.4799027, 37.1518459), (55.479667, 37.1507906), (55.4787368, 37.1514472), (55.4789836, 37.1525358), (55.4788375, 37.1526417), (55.4785825, 37.1515134), (55.4776412, 37.1521957), (55.4779106, 37.1533529), (55.4777673, 37.1534624), (55.4774858, 37.1522957), (55.4766031, 37.1529363), (55.476869, 37.1540773), (55.476703, 37.1541926), (55.4764373, 37.1530954), (55.475481, 37.1538165), (55.4754385, 37.1540203), (55.4755905, 37.1553721), (55.4755601, 37.1559837)]",83909.04294838756,428
way/434215571,55.4722175,37.152668590000005,"[(55.4722014, 37.1527757), (55.4718304, 37.152722), (55.4715324, 37.1532155), (55.4714777, 37.1542992), (55.4724577, 37.1544467), (55.4725112, 37.1533165), (55.4728442, 37.1533252), (55.4728988, 37.1498937), (55.4722198, 37.1499157), (55.4722014, 37.1527757)]",25464.666067834944,214
way/434215582,55.47200571764706,37.14478623529412,"[(55.4735307, 37.1417378), (55.4732981, 37.1411922), (55.4723056, 37.1418996), (55.4723163, 37.1429886), (55.4720434, 37.1432447), (55.4706048, 37.1427588), (55.470036, 37.1432613), (55.4701578, 37.1442206), (55.4697175, 37.1459099), (55.4708027, 37.1475081), (55.4715811, 37.1476902), (55.4721041, 37.1476366), (55.4722579, 37.1480791), (55.4729162, 37.1476385), (55.4731968, 37.1470009), (55.4736975, 37.1468613), (55.4735307, 37.1417378)]",125948.14250763878,153
way/434215589,55.47138023,37.15217139,"[(55.4714716, 37.1517457), (55.4710277, 37.1522607), (55.4709061, 37.152604), (55.4705796, 37.1541601), (55.4713457, 37.1543018), (55.4713986, 37.1530653), (55.4720625, 37.1519401), (55.4720576, 37.1499299), (55.4714813, 37.1499606), (55.4714716, 37.1517457)]",19905.803233593702,357
way/434215592,55.47316962,37.15054312,"[(55.4729129, 37.1496858), (55.4728338, 37.1545352), (55.4733811, 37.154621), (55.4733872, 37.1526362), (55.4734784, 37.1489884), (55.4734258, 37.1482352), (55.4730944, 37.1484231), (55.4731379, 37.1489455), (55.4731318, 37.149675), (55.4729129, 37.1496858)]",21674.275398705155,142
way/434215594,55.48379765,37.1496981,"[(55.4834939, 37.1466153), (55.4840417, 37.1494498), (55.4840477, 37.1499755), (55.4829291, 37.1551683), (55.4832757, 37.1553614), (55.4846496, 37.1483233), (55.4844496, 37.1460759), (55.4834939, 37.1466153)]",31338.218184679747,214
way/435093064,55.638888754545455,37.27335251818182,"[(55.6386006, 37.275689), (55.6397269, 37.2727814), (55.6403778, 37.2712258), (55.6397814, 37.2702709), (55.6396815, 37.2703406), (55.6386641, 37.2723523), (55.6381192, 37.274144), (55.6381161, 37.274482), (55.6380071, 37.2747716), (55.638101, 37.2751311), (55.6386006, 37.275689)]",35810.712601058185,5642
way/435093065,55.63635993571428,37.285521942857144,"[(55.6389412, 37.2852242), (55.6398721, 37.2846637), (55.6398374, 37.2836417), (55.6392212, 37.2837892), (55.6391667, 37.2840467), (55.6384341, 37.2841996), (55.6377528, 37.2847709), (55.6355152, 37.2856346), (55.6321176, 37.2869328), (55.6306641, 37.2875765), (55.6307731, 37.2880057), (55.6322267, 37.2875551), (55.6355757, 37.2860423), (55.6389412, 37.2852242)]",43678.56635890901,3071
way/435093066,55.63227040625,37.27076339375,"[(55.6360791, 37.2704543), (55.6340079, 37.2706474), (55.6323545, 37.2707225), (55.6323061, 37.2704328), (55.631016, 37.2699071), (55.6296896, 37.2695745), (55.6296533, 37.2691883), (55.6289325, 37.2690595), (55.6288719, 37.2702182), (55.6295139, 37.270583), (55.6305557, 37.2709371), (55.6318094, 37.2716773), (55.6337475, 37.2728039), (55.6356612, 37.2728468), (55.6360488, 37.2727073), (55.6360791, 37.2704543)]",84570.49457586557,2857
way/435093067,55.62943357222222,37.27365487777777,"[(55.6301923, 37.2724498), (55.6294776, 37.2720636), (55.6287508, 37.2719885), (55.6281451, 37.2722782), (55.6278846, 37.2709692), (55.6265338, 37.272364), (55.6263521, 37.2728253), (55.6274, 37.2737266), (55.6293686, 37.275014), (55.6299622, 37.275647), (55.6301075, 37.2760762), (55.6308162, 37.2769345), (55.6312522, 37.2750569), (55.631125, 37.2746385), (55.6306829, 37.2743274), (55.6307207, 37.2740028), (55.6308404, 37.2729755), (55.6301923, 37.2724498)]",83956.84025979042,3285
way/435093068,55.63101384,37.286974279999995,"[(55.630505, 37.2872905), (55.6318143, 37.2869541), (55.6317771, 37.2864999), (55.6304678, 37.2868364), (55.630505, 37.2872905)]",4257.543575823307,357
way/435093069,55.637900800000004,37.27809645,"[(55.637441, 37.2758124), (55.6374916, 37.2826963), (55.6385582, 37.2826091), (55.6385219, 37.2758472), (55.6379511, 37.2758013), (55.637441, 37.2758124)]",51477.628075504676,6071
way/435093070,55.63659552,37.284767720000005,"[(55.6360299, 37.2852162), (55.6374106, 37.284669), (55.6374167, 37.2841111), (55.6360905, 37.2846261), (55.6360299, 37.2852162)]",5322.932797670364,571
way/435093071,55.63805406666666,37.273327716666664,"[(55.6379829, 37.2742781), (55.6385491, 37.2722986), (55.6383372, 37.2720412), (55.6377346, 37.2731945), (55.6377377, 37.2738758), (55.6379829, 37.2742781)]",5855.669859498739,928
way/435093072,55.638010900000005,37.28420295,"[(55.6379314, 37.2845134), (55.6386066, 37.283977), (55.6386036, 37.2836498), (55.6374917, 37.2838616), (55.6375007, 37.2847025), (55.6379314, 37.2845134)]",4922.908566966653,714
way/435093073,55.634321928571424,37.268363671428574,"[(55.6351101, 37.266903), (55.6327664, 37.267182), (55.6324999, 37.2700573), (55.6325847, 37.2704221), (55.6360972, 37.2702075), (55.6360851, 37.2668708), (55.6351101, 37.266903)]",80485.80023733899,2428
way/435093074,55.63685138571429,37.27930077142857,"[(55.6373138, 37.2759089), (55.6361844, 37.2760162), (55.6361753, 37.2808442), (55.6367809, 37.2810266), (55.6367627, 37.2827003), (55.6374288, 37.2827003), (55.6373138, 37.2759089)]",48979.04820975661,4642
way/435093075,55.63434415555556,37.265628122222225,"[(55.6343834, 37.2666777), (55.6360806, 37.2666643), (55.6361593, 37.262008), (55.6357672, 37.2620187), (55.6328511, 37.2659589), (55.6327724, 37.2669459), (55.6333248, 37.2668514), (55.6333752, 37.2668505), (55.6343834, 37.2666777)]",68084.14530686999,2571
way/435093076,55.6403252,37.269932925,"[(55.6398692, 37.2701582), (55.6404262, 37.2710434), (55.6409954, 37.2700724), (55.6405443, 37.2694823), (55.6404414, 37.269418), (55.6403082, 37.2694394), (55.6401477, 37.2696915), (55.6398692, 37.2701582)]",6842.554219327867,1999
way/435093077,55.631483791666675,37.26702469166667,"[(55.6326089, 37.2661627), (55.6322829, 37.2662052), (55.6316883, 37.2660769), (55.6315029, 37.2660273), (55.6313, 37.2664672), (55.6306731, 37.2663116), (55.6305496, 37.2673483), (55.6300045, 37.267182), (55.629732, 37.2692955), (55.6322697, 37.2699071), (55.6325847, 37.2671498), (55.6326089, 37.2661627)]",56810.88799071312,1017
way/435093078,55.63367485,37.2856936125,"[(55.6321055, 37.2867826), (55.6359028, 37.2852913), (55.6359391, 37.284551), (55.6349641, 37.2847763), (55.6331533, 37.2854844), (55.6331654, 37.2857097), (55.6320631, 37.286171), (55.6321055, 37.2867826)]",21456.89054827392,1428
way/435093079,55.63983551111111,37.27336197777778,"[(55.6387368, 37.2757855), (55.6390184, 37.2759572), (55.6391304, 37.2759679), (55.6412286, 37.2706947), (55.6410075, 37.2703567), (55.6408713, 37.2703835), (55.6404596, 37.271215), (55.6393302, 37.2741118), (55.6387368, 37.2757855)]",20127.086163981818,3142
way/435093080,55.639246975,37.2813742375,"[(55.6386656, 37.284032), (55.6390244, 37.2839877), (55.6391698, 37.2835854), (55.639845, 37.2834406), (55.6397579, 37.2791932), (55.6402666, 37.2767645), (55.6385809, 37.2759585), (55.6386656, 37.284032)]",65561.69324268773,6428
way/435093081,55.63329503999999,37.27483378,"[(55.6320396, 37.2763766), (55.6326937, 37.2760762), (55.6360427, 37.2757436), (55.6360306, 37.2736729), (55.6342683, 37.2738768), (55.6329904, 37.2739948), (55.6327664, 37.2734047), (55.632197, 37.273351), (55.6318821, 37.2754646), (55.6320396, 37.2763766)]",62536.0504803285,2428
way/436779710,55.442629280000006,36.82411946,"[(55.443453, 36.822265), (55.4430466, 36.8223932), (55.4442018, 36.8243644), (55.4432933, 36.8243242), (55.4368448, 36.8241048), (55.4368405, 36.8247001), (55.4444695, 36.8251753), (55.4452225, 36.8260854), (55.4454678, 36.8255172), (55.443453, 36.822265)]",51480.984219804406,225
way/440517753,55.4609183,37.390418700000005,"[(55.4649017, 37.3920971), (55.4572825, 37.3852378), (55.4568497, 37.3867945), (55.456687, 37.3876604), (55.4571004, 37.3887682), (55.4600073, 37.3914592), (55.4601677, 37.3915898), (55.4631642, 37.3942065), (55.4641254, 37.3924964), (55.4649137, 37.3921987), (55.4649017, 37.3920971)]",182388.9262598306,27964
way/440517754,55.45967702,37.383489285,"[(55.4605462, 37.3822064), (55.460834, 37.3810975), (55.46056, 37.3806828), (55.4601406, 37.3818351), (55.4595034, 37.3820275), (55.4593462, 37.3821112), (55.4590497, 37.3823257), (55.4588371, 37.3825105), (55.4587393, 37.3826709), (55.4584585, 37.3830666), (55.4578768, 37.3843227), (55.4572825, 37.3852378), (55.4601239, 37.3877685), (55.4601616, 37.3871502), (55.4601966, 37.3864985), (55.460267, 37.3852685), (55.4603206, 37.3842623), (55.4603582, 37.383586), (55.460392, 37.3829506), (55.4605462, 37.3822064)]",79233.57228468359,7285
way/442189374,55.60113071016949,37.136992655932204,"[(55.6040467, 37.1340274), (55.6033598, 37.1331439), (55.6025331, 37.134237), (55.6015492, 37.135538), (55.6016732, 37.1361552), (55.6019899, 37.1376486), (55.6017339, 37.1376475), (55.6013848, 37.1368146), (55.6007499, 37.1364037), (55.6006573, 37.1344216), (55.6004195, 37.1340993), (55.59992, 37.1334224), (55.5995985, 37.1329867), (55.5991855, 37.132427), (55.5991009, 37.1324354), (55.5993505, 37.133355), (55.5995185, 37.1336531), (55.5995658, 37.1339379), (55.5996126, 37.1342202), (55.5996199, 37.1342641), (55.5996264, 37.1343033), (55.5996836, 37.1346482), (55.5997023, 37.134764), (55.5997625, 37.1351267), (55.5997787, 37.1352218), (55.5997882, 37.1352841), (55.5998028, 37.1353546), (55.5999333, 37.1361636), (55.5999491, 37.1362552), (55.60001, 37.1366274), (55.6000255, 37.1367088), (55.6001613, 37.1375395), (55.6001765, 37.1376299), (55.6003273, 37.1385249), (55.6003375, 37.1385882), (55.6003492, 37.1386589), (55.6003717, 37.1387945), (55.6003354, 37.138814), (55.6004992, 37.1398755), (55.6006653, 37.1410025), (55.6006771, 37.1410693), (55.600735, 37.1413963), (55.6007776, 37.1416369), (55.6015162, 37.1410906), (55.6017008, 37.1410002), (55.6018264, 37.1411115), (55.6020026, 37.1409788), (55.6025441, 37.1405915), (55.6027472, 37.1402099), (55.6028053, 37.1401035), (55.6030463, 37.1396506), (55.6030072, 37.138964), (55.6031325, 37.1388061), (55.6033535, 37.138532), (55.603579, 37.1383392), (55.6038143, 37.1382253), (55.6040495, 37.1381684), (55.6044953, 37.137941), (55.6040467, 37.1340274)]",161715.47756818368,6506
way/442529730,55.756446,37.71450092857143,"[(55.7564716, 37.7142426), (55.7563262, 37.7142853), (55.7563618, 37.7147907), (55.7564756, 37.7147685), (55.7565074, 37.7146546), (55.7565078, 37.7145222), (55.7564716, 37.7142426)]",548.8250698726624,17
way/443261022,55.74266028214286,37.43046835714286,"[(55.7426361, 37.4332033), (55.7445586, 37.4319968), (55.7450378, 37.4313306), (55.7453218, 37.4308635), (55.7457838, 37.4314399), (55.7469767, 37.4291285), (55.7467032, 37.428659), (55.7473054, 37.4273684), (55.7461859, 37.4254913), (55.7461023, 37.4253511), (55.7459925, 37.4251962), (55.7458065, 37.4249944), (55.745475, 37.4246884), (55.7452156, 37.4244405), (55.745131, 37.4243743), (55.7449655, 37.4242538), (55.7447387, 37.4240966), (55.7446984, 37.4240804), (55.7446548, 37.4240849), (55.7446292, 37.4240971), (55.7446003, 37.4241369), (55.744573, 37.4241985), (55.7445405, 37.4243139), (55.7444446, 37.4246438), (55.7443858, 37.4248248), (55.7443141, 37.4249898), (55.7441525, 37.425317), (55.7439351, 37.4257301), (55.7436188, 37.4262142), (55.7433183, 37.4267426), (55.7429122, 37.4275419), (55.7424074, 37.4285789), (55.7416635, 37.4300471), (55.7408195, 37.4316792), (55.7402722, 37.4328352), (55.7398871, 37.4337003), (55.7397407, 37.4339282), (55.7396033, 37.434234), (55.739419, 37.4346136), (55.7388233, 37.4358474), (55.7387569, 37.436066), (55.738513, 37.4365488), (55.7383922, 37.4367151), (55.7383584, 37.4367763), (55.7383613, 37.4368438), (55.7387874, 37.4375046), (55.7382501, 37.4386216), (55.7387596, 37.4394446), (55.7386315, 37.4397216), (55.738913, 37.4398291), (55.7392087, 37.4397495), (55.7395016, 37.4395538), (55.7397455, 37.439183), (55.7433539, 37.4315636), (55.7434566, 37.4316469), (55.7426361, 37.4332033)]",322115.9999774317,6010
way/443979957,55.759368942857144,37.808963899999995,"[(55.7600938, 37.808731), (55.758178, 37.8078591), (55.7581142, 37.8089646), (55.7592631, 37.8093527), (55.7598667, 37.809533), (55.759973, 37.8095759), (55.7600938, 37.808731)]",13386.393995460123,607
way/448154311,55.70216185789474,37.51273396315789,"[(55.6996672, 37.5136091), (55.6997163, 37.5137352), (55.7007662, 37.5137862), (55.7011263, 37.5137969), (55.7014069, 37.514094), (55.7014262, 37.5141145), (55.7016459, 37.5145054), (55.7033221, 37.5174876), (55.7034188, 37.5174447), (55.705287, 37.514274), (55.7053093, 37.5132952), (55.703509, 37.5098293), (55.7033933, 37.5096281), (55.7032898, 37.50949), (55.7029315, 37.5088408), (55.7028527, 37.5086355), (55.7026694, 37.5083041), (55.6996702, 37.5134656), (55.6996672, 37.5136091)]",172966.01691509504,2129
way/448954775,55.80778829333334,37.85184961666666,"[(55.8081481, 37.8483798), (55.8080321, 37.8482967), (55.8067629, 37.8492408), (55.8068014, 37.8499009), (55.8069608, 37.8514747), (55.8075933, 37.8505597), (55.8078761, 37.850212), (55.8081443, 37.8500469), (55.8083183, 37.8501205), (55.8087326, 37.8509107), (55.8087696, 37.8512035), (55.8087408, 37.8514963), (55.8086256, 37.8518184), (55.8070665, 37.8538021), (55.8068197, 37.854051), (55.8064865, 37.8541535), (55.8061286, 37.8542194), (55.8061039, 37.8547098), (55.8058633, 37.8550498), (55.8062707, 37.8554615), (55.8065853, 37.8560941), (55.8068292, 37.8558739), (55.8082928, 37.8534868), (55.8089184, 37.8524407), (55.8093935, 37.8514898), (55.8094954, 37.8512593), (55.8095154, 37.8512007), (55.8095831, 37.8508743), (55.8086425, 37.8492811), (55.8081481, 37.8483798)]",62617.87886699289,71
way/452032487,55.609549486206895,37.298074337931034,"[(55.6091482, 37.299514), (55.609211, 37.299407), (55.6092912, 37.2992704), (55.6094216, 37.2990354), (55.6097702, 37.2984441), (55.6098023, 37.2983852), (55.6099643, 37.2981066), (55.6100856, 37.2978979), (55.6101209, 37.2978376), (55.610364, 37.2974209), (55.6105119, 37.2971676), (55.6105704, 37.2970712), (55.6107448, 37.296769), (55.6108017, 37.2966735), (55.6101343, 37.2954746), (55.6098013, 37.2960467), (55.6093823, 37.2967902), (55.6093728, 37.2967679), (55.608955, 37.2975064), (55.6090815, 37.2977375), (55.608933, 37.2979938), (55.608904, 37.297942), (55.6085388, 37.2985792), (55.6088167, 37.2990856), (55.6088537, 37.2991522), (55.609, 37.2994339), (55.6090815, 37.2995852), (55.6091239, 37.2995462), (55.6091482, 37.299514)]",26529.862642969936,268
way/452034162,55.60770960625,37.30004226875,"[(55.6076479, 37.3020306), (55.6076676, 37.3020494), (55.6076842, 37.3020574), (55.6077251, 37.3020253), (55.6089902, 37.2998956), (55.6090114, 37.2998527), (55.6090296, 37.2997937), (55.6090266, 37.299732), (55.6077024, 37.2972938), (55.6076706, 37.2972402), (55.6076403, 37.2972348), (55.6063176, 37.2994772), (55.6062949, 37.2995308), (55.6062934, 37.2996032), (55.607004, 37.300829), (55.6076479, 37.3020306)]",47489.91648287466,714
way/452034163,55.60880388235294,37.30239484117647,"[(55.6078017, 37.3023082), (55.6090644, 37.3045962), (55.6090788, 37.3046216), (55.6091212, 37.3046646), (55.6091652, 37.3046605), (55.6104529, 37.3024075), (55.6104628, 37.3023592), (55.6104529, 37.3023055), (55.6091849, 37.300023), (55.6091212, 37.2999237), (55.6090667, 37.2999237), (55.6078115, 37.3020239), (55.6077827, 37.3020789), (55.6077698, 37.3021165), (55.6077623, 37.3021741), (55.6077653, 37.302217), (55.6078017, 37.3023082)]",46818.591099598445,785
way/452034164,55.61095793333334,37.2990912,"[(55.6122492, 37.2992686), (55.6108737, 37.2968479), (55.6106927, 37.2971561), (55.6091557, 37.2997581), (55.6105271, 37.3022479), (55.6122492, 37.2992686)]",57997.32976278663,803
way/452034773,55.61094685573771,37.29329808688525,"[(55.6108922, 37.296567), (55.6110598, 37.2962874), (55.6112624, 37.2959257), (55.6113143, 37.2958397), (55.6116398, 37.2952799), (55.6117122, 37.2951536), (55.6118484, 37.2949254), (55.6118913, 37.2948453), (55.612137, 37.2944269), (55.6121778, 37.2943532), (55.6123806, 37.2940111), (55.6124153, 37.2939488), (55.6125781, 37.2936739), (55.6126102, 37.2936165), (55.6126155, 37.2935978), (55.6126079, 37.2935709), (55.6125776, 37.2935173), (55.6125501, 37.293474), (55.612429, 37.2932563), (55.6122878, 37.2930025), (55.6122081, 37.2928592), (55.6121761, 37.2928018), (55.6120559, 37.2925856), (55.6119409, 37.2923774), (55.6115292, 37.2916259), (55.6114896, 37.2915524), (55.611376, 37.2913433), (55.6112678, 37.2911439), (55.6112031, 37.2910238), (55.6111357, 37.2909009), (55.6110568, 37.2907571), (55.6109563, 37.2905757), (55.610707, 37.2901164), (55.6105012, 37.2897375), (55.6104386, 37.2896267), (55.6103787, 37.2895181), (55.610331, 37.289498), (55.6102779, 37.2895074), (55.6102416, 37.2895329), (55.6102082, 37.2895811), (55.6086836, 37.2922868), (55.6086652, 37.2923975), (55.6086826, 37.2924806), (55.6087243, 37.292596), (55.6087464, 37.2926399), (55.608878, 37.292883), (55.6090023, 37.2931121), (55.6093915, 37.2938451), (55.6095706, 37.2941824), (55.6096917, 37.2944055), (55.6098358, 37.2946799), (55.6099048, 37.2948088), (55.610178, 37.2953215), (55.6102472, 37.2954499), (55.6104552, 37.2958361), (55.610529, 37.2959675), (55.6106567, 37.2961906), (55.6108064, 37.2964609), (55.610865, 37.2965589), (55.6108847, 37.296575), (55.6108922, 37.296567)]",98595.31864116341,2169
way/452034774,55.606734700000004,37.301244180000005,"[(55.6075486, 37.302213), (55.6058638, 37.2991177), (55.6056123, 37.299681), (55.6071002, 37.3029962), (55.6075486, 37.302213)]",15364.780480921268,285
way/452034776,55.607915649999995,37.304463399999996,"[(55.6076759, 37.3022935), (55.6063669, 37.3045895), (55.606832, 37.3054746), (55.6079395, 37.3068532), (55.6089591, 37.3048899), (55.6089758, 37.304745), (55.6089001, 37.304568), (55.6076759, 37.3022935)]",43339.67473347485,571
way/452034811,55.6116031625,37.3019735,"[(55.6105582, 37.3023471), (55.6110954, 37.3031242), (55.6114642, 37.3025013), (55.6116524, 37.3022429), (55.6119972, 37.3029005), (55.6131842, 37.3009309), (55.6123155, 37.299394), (55.6105582, 37.3023471)]",31172.114609360695,535
way/452034916,55.6126897125,37.3031726875,"[(55.6119655, 37.3049703), (55.6120185, 37.3050427), (55.6137243, 37.3020547), (55.6137446, 37.3020186), (55.613273, 37.3011345), (55.613235, 37.3011079), (55.6115913, 37.3040825), (55.6119655, 37.3049703)]",21061.476347707212,458
way/452040303,55.61217997272727,37.30721287272727,"[(55.612014, 37.3052224), (55.6114247, 37.3063356), (55.6108642, 37.307328), (55.6115459, 37.3089775), (55.6120504, 37.3093664), (55.6124549, 37.3079315), (55.6129048, 37.3083392), (55.613382, 37.3074621), (55.6125564, 37.3067754), (55.6127684, 37.3063811), (55.612014, 37.3052224)]",35216.2505710423,693
